idx,T,quality,v0,w0,tc_real,tc_twin,dtc,air_com_dev_mm,air_ang_dev_deg,contact_frames_real,contact_frames_twin,stop_dist_real,stop_dist_twin,e_z_real,e_z_twin,rest_offset_w
60,109,fit,1.1731080174895274,3.8030900710249638,14,14,0,0.3827770533482359,0.18316025192134328,75,70,0.3183061182498932,0.2803664710914302,0.24997516,0.03430449458044568,0.36237575708400593
61,104,fit,1.1568794803643132,4.247937422524704,14,14,0,0.2411374938025721,0.1539829561094167,71,69,0.28437772393226624,0.270061988558444,0.26030034,0.09485465860605845,0.1716165445255455
62,106,fit,1.2874907997746283,3.3409104055059977,8,8,0,0.4903073509407652,0.18902575395215482,79,83,0.3779212236404419,0.37256761321085835,0.13424656,0.15866076094091514,0.05940169534012147
63,129,fit,1.2316117453362203,4.278929976828877,24,24,0,0.8092912726340281,0.2861643471310264,85,88,0.39965054392814636,0.410239008552695,0.084476195,0.0,0.18865431765018623
64,94,fit,1.0953881085582093,2.1709876213127517,18,18,0,0.3086005952624972,0.3244245759758194,58,62,0.2171909213066101,0.2265743058375867,0.027715873,0.0,0.1073745801074493
65,92,fit,1.1283670761981484,3.0981908070716457,15,15,0,0.33189682491917966,0.3140488297756666,59,64,0.23199637234210968,0.2401481410131474,0.0,0.0,0.09358177246492926
66,111,fit,1.146587846960403,3.0006856072325823,13,13,0,0.19581782574817627,0.0957119775065894,79,68,0.28316763043403625,0.26400831786517825,0.19927458,0.0,0.33354374096667216
67,99,fit,1.148097211155367,2.929429522668411,17,17,0,0.2665130776937737,0.33690137522597313,65,67,0.26332345604896545,0.2581953707393221,0.0,0.054226454736563276,0.1014710060977116
68,90,fit,1.0247877353034052,3.0664947016778057,13,13,0,0.1480919231696418,0.10018136644565576,58,56,0.21796637773513794,0.193354785341315,0.15987691,0.0,0.23807852475978533
69,99,fit,1.1021548857278833,2.85383874336586,21,21,0,0.39054316284854906,0.2969806424085355,59,60,0.22696039080619812,0.2135927175460019,0.0,0.0,0.20778413109430802
70,116,fit,1.0232970106756654,0.47461976504156456,21,21,0,0.3812762152278033,0.2375283727876854,77,82,0.3287889063358307,0.36244216256450806,0.0,0.0,0.4439575491174402
71,107,fit,0.9878906284495405,4.72642180599078,16,16,0,0.4764345789572863,0.20385404613208336,72,61,0.23090748488903046,0.20613844800453202,0.22430255,0.19209365314840568,0.2284731265504774
72,102,fit,1.1365742732935187,2.8602338515597037,20,20,0,0.36097094399355634,0.31928570841191456,63,64,0.24736909568309784,0.23855235022975999,0.026399886,0.0,0.09797535939833243
73,98,fit,1.1974167044172825,3.411154635804437,17,17,0,0.3285268986435174,0.11368086682161675,63,70,0.26198673248291016,0.27639329705919186,0.08436871,0.0,0.17050133190388475
74,105,fit,1.2504920952600274,3.876831220741934,14,14,0,0.3454759107580698,0.13844042808233922,72,77,0.3208972215652466,0.32860866869091926,0.0,0.0,0.07991078966557426
75,100,fit,1.0605938268605963,5.194314811576786,18,18,0,0.3098023521011279,0.15788879761001906,63,59,0.24242925643920898,0.20924189125187162,0.2490876,0.06953140639324103,0.33159053040509634
76,93,fit,1.1517734467697824,4.4560065643179145,9,9,0,0.11332972422588886,0.0687324602342536,66,68,0.2839421033859253,0.2664099696687039,0.268148,0.02340886084291783,0.17818007668965238
77,109,fit,1.257017349904867,5.183963404954346,11,11,0,0.16990307479036923,0.07575147490601407,78,80,0.38417455554008484,0.3509120887828092,0.34995744,0.11468507529364566,0.3690525240473455
78,98,fit,1.1871861799067356,8.156857670808275,8,8,0,0.11423884115715931,0.03355465560394416,72,73,0.3140000104904175,0.29856060591468214,0.1350605,0.06389154480091189,0.20938778197554206
79,96,fit,1.107451068780589,3.8242547944305496,14,14,0,0.2317223969288751,0.3545067976651488,63,67,0.25008273124694824,0.25553234664750984,0.12801367,0.0,0.08560243897905312
80,108,fit,1.1441545403055735,4.6933689073399325,18,19,1,0.40874329711068635,1.225974612723055,72,72,0.3018993139266968,0.28526178195125657,0.25283462,0.05035877834020089,0.4387665784392335
81,96,fit,1.0282140608798267,4.819596767282451,14,14,0,0.21657800498203583,0.18257797572663514,63,66,0.2478310614824295,0.24720688160776474,0.2983442,0.09035733063492861,0.3476905110667469
82,98,fit,1.1200276710870567,1.548567437264247,25,24,-1,0.5684808325104516,0.41702119330909443,55,58,0.2034716159105301,0.20343774973505002,0.19680111,0.12854614797866962,0.10306404032625402
83,96,fit,1.017378224416585,4.565716708766947,20,20,0,0.4641264223646668,1.1340820868779313,58,63,0.2127426117658615,0.226983174962358,0.17853124,0.07082817369916339,0.13444147336265572
84,120,fit,1.2085809506764846,3.144343791940508,18,18,0,0.498176043833338,0.21339781391758858,83,81,0.39250946044921875,0.35672921555464226,0.027952626,0.0,0.3417095967690305
85,98,fit,1.1499987395188416,5.861429242302061,14,14,0,0.6341518650608446,0.1833860573083308,66,74,0.27718284726142883,0.3030192607951821,0.18553689,0.0,0.2532853815003684
86,96,fit,1.05001795930007,3.4711797077217947,19,19,0,0.44756857440022757,0.330095230618061,60,59,0.2345188707113266,0.20761037958311726,0.0,0.0,0.2605531930187784
87,104,fit,1.2330559155516652,3.1637627172509846,15,15,0,0.2669086694399498,0.16560300053729307,70,71,0.3155215084552765,0.28394576028332524,0.10723839,0.0,0.34988385359102575
88,98,fit,1.1785323585461267,2.4073951603885573,13,13,0,0.2633442231983674,0.17939294780906678,66,79,0.2835600972175598,0.33105803065370415,0.07839246,0.0,0.45157648144534807
89,100,fit,1.1904658775702466,1.8747676098798223,15,15,0,0.25173175574140927,0.2003548919106624,67,76,0.2919447422027588,0.32156933039798563,0.0662308,0.0,0.2863931538414468
90,97,fit,1.2920657778657354,4.390311273387328,6,6,0,0.0742439689685745,0.02721305889346599,73,79,0.34540849924087524,0.3435865417517178,0.0,0.0,0.06293169242882359
91,103,fit,1.1916757260264081,2.2545020810712697,24,24,0,0.5726643718995841,0.1615061431897131,61,64,0.24060168862342834,0.23754418730389332,0.036569465,0.0,0.10392855475527074
92,107,fit,1.1639147454545669,6.168156480063085,16,16,0,0.2896297346345068,0.24075267363036632,73,77,0.3221352696418762,0.32906173141252676,0.0,0.0,0.11428950777816956
93,97,fit,1.07357044190817,3.426044184197474,19,19,0,0.30599141260441814,0.133352128255847,59,59,0.2265939563512802,0.21056752107958765,0.001410076,0.0,0.15863691964879684
94,98,fit,1.2052378829033104,3.553246830722848,13,13,0,0.18132419456556184,0.0932676693997269,67,72,0.28759780526161194,0.2934732052243293,0.14927827,0.0,0.10057524936967163
95,106,fit,1.1478675716713218,2.496386229215596,19,19,0,0.45549926137034774,0.5477192865610145,66,63,0.26108887791633606,0.23424329964355153,0.015153091,0.0,0.27539334704824225
96,100,fit,1.2498024864195787,2.1540408336619064,14,14,0,0.24342809910593563,0.06766074730254609,68,72,0.2959176301956177,0.2917093867288684,0.0,0.0,0.053522017051154565
97,103,fit,1.1357890179299883,5.032065170673433,19,19,0,0.5191164395393286,0.3124588796999367,66,69,0.274862676858902,0.27164188632107217,0.20005718,0.0,0.14701529897072693
98,102,fit,1.2213849739933675,5.661981031354807,9,9,0,0.19846725325970355,0.033900851831387795,76,79,0.34798166155815125,0.3403212118937059,0.29914907,0.15459925542627667,0.22445023398017858
99,112,fit,1.3304772403590515,4.479864803858675,5,5,0,0.06069156388510482,0.016005572271018696,88,89,0.4277842342853546,0.4183346204135362,0.0,0.0,0.26451743325872024
100,116,fit,1.048552371804086,5.855753705001037,16,16,0,0.5745775460064402,0.1603326623427461,80,77,0.3473624587059021,0.3237568959540418,0.1531031,0.0,0.21954045906934622
101,103,fit,1.2079885663630403,5.1103074282125736,8,8,0,0.09963554956990893,0.047189759283628466,76,77,0.3383234143257141,0.3225095619435314,0.18390651,0.1478535129530135,0.1498424889024839
102,95,fit,1.103505341334137,3.3529896965397334,18,18,0,0.35531045270784134,0.20218126698289726,59,65,0.2308068573474884,0.24419724090001438,0.0,0.0,0.1392600126605571
103,114,fit,1.238920236431987,4.222045979252412,20,20,0,0.30860243573239104,0.30238666310328693,75,73,0.33846405148506165,0.2993645371784722,0.32494307,0.18452021575034713,0.38463622255303187
104,105,fit,1.2052177128749189,3.939620494074746,19,19,0,0.6860610069458244,0.4535007200219607,68,71,0.2815135419368744,0.27909901500824263,0.20613468,0.17855322851943625,0.19768306201408126
105,106,fit,1.2477165054116,3.2861147949776646,16,16,0,0.2733245336214292,0.22302541548783827,72,75,0.3198355436325073,0.31646712112914904,0.19765395,0.0,0.0340039759675199
106,101,fit,1.1445912919028312,1.656408040678447,15,15,0,0.16279583676868767,0.09908138186976548,67,66,0.27019497752189636,0.24964949519994384,0.0,0.0,0.2114828998372378
107,101,fit,1.1152536885098587,3.6161795463226096,15,15,0,0.3027515891082362,0.1778163822992988,67,63,0.27776795625686646,0.234736405848485,0.30294767,0.20510941496095952,0.4482147974824037
108,117,fit,1.1791345080164601,5.316997403610506,14,14,0,0.28895672356093505,0.19136829786736417,83,79,0.3483065962791443,0.3400318398964114,0.05910349,0.0,0.21846124493318123
109,122,fit,1.2554296177933828,4.809865003681238,10,10,0,0.3829280222728661,0.07794191428824748,93,84,0.43639838695526123,0.37852177943120013,0.19121492,0.0,0.559199376794422
110,103,fit,1.211073141648642,6.677851107266189,10,10,0,0.12860322323113615,0.0413190890361226,74,83,0.3438223600387573,0.37158090757192447,0.0,0.0,0.2654866850320509
111,103,fit,1.1662773622261584,5.048016883513371,15,15,0,0.23485307995482857,0.18783699453377573,71,70,0.3126063942909241,0.2814881916707012,0.22545953,0.13223758448898346,0.29986410873864394
112,100,fit,1.1128605888439473,4.90737239899043,16,16,0,0.5112909122639024,0.2911890025211513,66,73,0.2773553133010864,0.2961959158209724,0.26353776,0.0,0.4076076827583748
113,96,fit,1.022420489570556,5.19169125991369,17,17,0,0.3193227919993757,0.39061545186852475,60,65,0.23798473179340363,0.24377673926969684,0.17822033,0.0,0.4182643905122048
114,113,fit,1.2635212540970309,2.605085089754248,13,13,0,0.2525987963417167,0.0750841308284296,82,77,0.366098552942276,0.3264711622164628,0.0,0.02210927060428394,0.3902514558161434
115,95,fit,1.2974938871555262,2.4836784214487118,7,7,0,0.05788452583217463,0.03859438059767426,70,75,0.3115204870700836,0.3130093490221169,0.0,0.0,0.062469723109049226
116,120,fit,1.2210971468751044,4.843525259050053,12,12,0,0.24681578246180738,0.11707433581448698,89,85,0.41981470584869385,0.3897523902653151,0.08597752,0.0,0.32685833257891644
117,104,fit,1.2036798709720975,2.598281523818344,18,18,0,0.3163652321812809,0.3232373391173325,69,76,0.3145838975906372,0.32203265652394986,0.18596175,0.0,0.07937585406457294
118,92,fit,1.0814923527795313,3.758610238655494,11,11,0,0.22837703755075067,0.13197104831342787,63,64,0.2439415603876114,0.2386219252063392,0.13269454,0.0,0.10773338836746987
119,101,fit,1.0941147290627093,4.844853931159453,13,13,0,0.25196981472466634,0.09578198206747832,70,69,0.27765730023384094,0.2691053604803057,0.27338642,0.07679528268042687,0.08923106875503627
120,102,fit,1.0660664629332703,2.166850589873423,19,19,0,0.5125371965394169,0.5345798453148954,63,61,0.24291326105594635,0.21828889996558545,0.005857012,0.0,0.24653054998028226
121,98,fit,1.0992206188839198,2.399876200673236,18,18,0,0.3968670634097582,0.2160915353353443,60,60,0.23032861948013306,0.21288005629970944,0.0,0.0,0.17988661516348348
122,99,fit,1.1031637019538587,3.166592908285717,15,15,0,0.4012986515809414,0.29524492294333216,65,66,0.2588321566581726,0.24824623934573495,0.21611004,0.1099039442494744,0.11089981839916023
123,107,fit,1.1055399185268733,4.836472694068038,15,15,0,0.4904299785869362,0.5092099767368972,73,70,0.2872193455696106,0.27222798649397406,0.31036842,0.10482094153438706,0.20785125508595215
124,99,fit,1.0984565313403878,4.668709516742698,16,16,0,0.4477712643705825,0.3222646688266942,64,62,0.24591168761253357,0.22629074006896913,0.21712966,0.18015336591222053,0.18960659959334789
125,93,fit,1.1554551351814648,4.9221508654076755,10,10,0,0.11075458775303546,0.06150621623916459,65,62,0.258470743894577,0.2278387162741639,0.1769524,0.05517364304545322,0.35510663367504397
126,106,fit,1.2658557497178116,4.749943904733555,15,15,0,0.44882635327404247,0.16187475080328947,73,79,0.34208565950393677,0.3424480871318909,0.31826413,0.07019809369498496,0.44814859445234145
127,442,fit,1.1964915262072642,0.7895417820586178,36,36,0,1.2269844000926413,0.8976321601933787,65,51,0.25924527645111084,0.1600562422155247,0.29582214,0.14851406828018227,0.9984946052611368
128,100,fit,1.0716770342557758,4.478340430191407,20,20,0,0.7353554804734194,0.11034311235128882,61,57,0.230417862534523,0.19626327394119436,0.18202189,0.02251081798733105,0.367483818513568
129,120,fit,1.1099478622245875,4.933075109331123,16,16,0,0.40974094723240206,0.14074782909706388,85,80,0.3827625513076782,0.3407479359963481,0.12785839,0.0,0.4680014243703221
130,106,fit,1.2216181890890088,5.260124229652859,13,13,0,0.3998307691975623,0.24405660615036023,74,74,0.3290983736515045,0.3021376918969143,0.3065112,0.24191283367187885,0.28723331695131404
131,101,fit,1.07177029587963,2.945274136809279,14,14,0,0.25745306169363297,0.16479280064270285,67,68,0.2652549743652344,0.26422816388542475,0.07112008,0.0,0.27564284807587136
132,88,fit,1.180872626371531,3.02181812873534,8,8,0,0.12289093324301432,0.053529492105065773,61,63,0.24002009630203247,0.23270155874735468,0.0,0.0,0.08377786067724044
133,104,fit,1.2930324361397603,3.971469594397253,11,11,0,0.15065431022358228,0.09525079462400646,75,84,0.3495290279388428,0.37676761134527353,0.053234212,0.0,0.26145863426386207
134,91,fit,1.1927238878740045,6.725071077907303,10,10,0,0.2715671879911065,0.07642950831710041,63,70,0.26823893189430237,0.2705777125758477,0.0,0.0,0.03798489032824962
135,106,fit,1.0233635639368728,3.4997557240940966,21,21,0,0.431160820104186,0.5041270285062635,66,55,0.2211020588874817,0.179888241097724,0.23297209,0.13828223536633094,0.5148834942204035
136,99,fit,1.1844098236657026,5.668258150615341,10,10,0,0.17739013577707494,0.03026729486223668,71,74,0.31505605578422546,0.30938570226326034,0.2665148,0.06710866449090518,0.12476842866406497
137,111,fit,1.1241714924479491,3.9947189402040686,16,16,0,0.31540225507969755,0.1459086609306783,74,68,0.31056445837020874,0.2584165901432602,0.28765082,0.22410849281038175,0.5174371730770209
138,107,fit,1.1581066165133376,3.695139741167612,14,14,0,0.25109937319779635,0.09813099102979284,74,69,0.310243159532547,0.27367455689395126,0.2745328,0.15416332844120048,0.3497197853106078
139,112,fit,1.2565060228368792,4.102196484955789,14,14,0,0.1987373677708855,0.11364507383791432,79,79,0.3774113655090332,0.34274600621846324,0.29959676,0.10612545752311771,0.33335732940020424
140,94,fit,1.116064890426395,3.5280098784638687,15,15,0,1.7963065716670168,2.1164405615524493,61,65,0.25420060753822327,0.24705023724498676,0.14538994,0.03033011019886011,0.07571104351603512
141,104,fit,1.087992887358169,4.314471078441751,19,19,0,1.170952884566984,1.1588953648281257,66,63,0.26286447048187256,0.23146162255769498,0.24128176,0.03895926549585054,0.31975467117296824
142,107,fit,1.1009025395750838,4.339518043126392,18,18,0,0.35697150402396793,0.22845029342920262,70,61,0.2825862467288971,0.2205138253632542,0.24476753,0.18261475019049098,0.5959866048765805
143,90,fit,1.0961921669202521,10.86118087861388,13,13,0,0.6600339326269026,0.1993938688858657,58,58,0.22077356278896332,0.19931233339728543,0.17138408,0.006160124643785144,0.21832187200921294
144,108,fit,1.1209266046822417,3.44240588216695,25,25,0,1.1461264783397445,2.179990873056851,65,60,0.2728177309036255,0.21293540718898504,0.28259954,0.09551892485414908,0.5932759874267379
145,99,fit,1.1453895653818524,2.7788055773336784,18,18,0,0.3940554796781979,0.24281287376896465,62,66,0.2549665570259094,0.2520808298582846,0.0,0.0,0.04044297351931592
146,97,fit,1.210205711567616,3.1609132108195626,10,10,0,0.1269372241466904,0.02815389079315238,69,75,0.297112375497818,0.30936259989067794,0.18564501,0.0,0.12493358940302432
147,93,fit,0.9811862570112032,5.060449799454406,25,25,0,1.122368871698388,0.5120831241241875,51,55,0.17076051235198975,0.180609629026216,0.0,0.0,0.15969490420321705
148,117,fit,0.9444294604054964,6.878699555102847,26,26,0,1.6097732611492903,0.7446052741512801,72,68,0.23225152492523193,0.2592421149173607,0.086237445,0.0,0.27573951550730247
149,104,fit,1.1845982042513066,3.0189313224230014,13,13,0,0.18622195176503345,0.1613477105449608,73,74,0.3086070716381073,0.3067398600088073,0.06944033,0.0,0.08503041371068759
150,99,fit,1.1658225913066276,1.549300016563908,11,11,0,0.12907183617490334,0.0889165574945659,69,70,0.286848783493042,0.2754986986315078,0.116507605,0.15143112752194182,0.12201886039813714
